1d21813bc172039889a1f37892ac7f1f84ca8238,DELETE,regular-file,Best_Non-Segmented_Clasiffier.pth,24446594,
e8b6af41cf25acf8feefcc1c2f0002c867e58da8,DELETE,regular-file,best_segmentation_model.pth,168528470,
